"","x1","x2","x3"
"1",13.3577100132241,31.4460786469778,25.0863980284925
"2",12.8905374373165,31.5330409366521,103.29361562169
"3",15.4030784845742,35.7711029167786,40.8802722535706
"4",6.55526585486315,19.4067341328661,40.4635857126528
"5",11.8634861019804,48.0161483140114,30.1652242072739
"6",5.64951302708418,21.3035475293207,44.3415738073066
"7",9.9890865907242,22.2680318491678,52.9372266985666
"8",11.1774407025622,26.6452954571137,25.9104324180489
"9",6.3404025048711,27.8017067122426,38.9125300521226
"10",9.86812337263166,49.4314081211771,153.021926618177
"11",8.47275736781114,29.3930270819889,44.7760881409276
"12",10.5764465615746,31.9428002399087,38.5755939112425
"13",6.33414752522737,31.8754072764742,48.511478456198
"14",11.3985918731613,27.6408103532265,98.517020292165
"15",12.4211181529083,33.9676961717249,41.9961135257442
"16",5.0247735977912,29.705034140906,23.5946133336582
"17",7.77646524813738,15.4945894769606,34.5924542747781
"18",8.90076498402788,27.6840272620602,30.7128666686743
"19",10.9367590752842,36.6928233854416,24.9883768614147
"20",8.18788414455764,26.3229215973106,38.7375895085696
"21",9.14456331192911,25.1672149532217,40.6776107379433
"22",11.8646298303985,25.352879598857,26.4636757449802
"23",10.7478895316719,30.1607923247702,27.9580470559791
"24",6.98370303814415,24.4219133205251,45.7803576957449
"25",13.6987664426046,27.4511358080753,338.216976656087
"26",7.43478720668224,26.0052181465841,17.1688166351354
"27",7.91560709392639,38.9782554464758,58.6828571622187
"28",8.82364854776226,42.3834699122087,43.7753061409581
"29",10.1778512998928,14.4212896825842,34.8672458503845
"30",12.658877462795,31.8451528583911,29.23924174197
"31",9.68884091815198,12.497696362632,47.4646016010539
"32",10.8054775490259,37.2107649001105,30.0853031423794
"33",12.564152203152,39.9508314532848,42.5015536020864
"34",4.94801807533936,35.0456284874554,35.4584942355901
"35",7.71097505802455,20.4297260213234,51.570851154258
"36",9.57211640766626,33.7901980005112,40.3928614805133
"37",9.63864892747967,40.9107771829583,60.8257742781381
"38",11.4129450942888,32.6198908574784,21.1752098813891
"39",10.1751625017049,30.7130194956059,28.39785672789
"40",7.05501266522257,18.7295278295025,27.6002916457205
"41",11.8048108033673,30.9442766440844,56.9964780947509
"42",7.7221823995269,25.5954903140755,32.0865747957984
"43",6.61034262373568,24.9110042004423,30.8819467908732
"44",6.22835481413142,27.3149428882186,50.4663324121343
"45",14.0195131433673,32.4113665234762,37.0312184327815
"46",11.3241078748346,31.3552265210539,26.9895316335059
"47",10.3075377156894,21.7761470256643,21.1139562399856
"48",5.77339119148284,38.2943079387732,31.8991277561065
"49",10.0407727205043,27.9075977856934,46.3680342429255
"50",7.33584355296439,30.2729597805152,36.7397184115854
"51",9.44617987225744,33.5772699945359,29.0186574638564
"52",8.63552388703751,22.0448375665647,36.5125877724223
"53",12.0204643997915,24.4129551107118,41.6256120459431
"54",11.5404865288742,33.8863568700079,27.5731531343844
"55",6.30400129833831,17.9891376209464,56.0978935142602
"56",11.2682105727801,14.1306330489208,43.6542669988078
"57",12.4398811339324,38.6081540474153,40.7671997670678
"58",10.9676275750918,28.0962792573828,41.7457401312634
"59",11.663406001483,18.679030358356,51.2294567722606
"60",10.7410566115892,50.2625729006895,42.4025871806958
"61",10.720759073973,19.7967294721677,44.009587040585
"62",12.2956013063838,15.6022044144708,28.2188735922179
"63",9.93054065995349,26.0243416509653,37.3503528106774
"64",10.731773082488,33.5568843835708,44.9418232411035
"65",10.4775114889594,29.1922318074051,46.7847536988782
